ONTOLOGY	TERM	N	DE	P.DE	FDR
CC	L-cysteine desulfurase complex	2	1	0.032222300463713	0.678840265355564
CC	CHOP-ATF3 complex	2	1	0.032222300463713	0.678840265355564
CC	basolateral part of cell	2	1	0.032222300463713	0.678840265355564
CC	protein complex involved in cell adhesion	43	3	0.032517568779534	0.682153418812771
CC	endosome	986	24	0.0327573534972279	0.683826829202187
CC	postsynaptic membrane	270	9	0.0331083577716537	0.689863279377215
CC	synapse	1302	30	0.0348628966374512	0.703299601839157
CC	Golgi stack	149	6	0.0351252491730053	0.705022565569039
CC	protein-containing complex	5213	100	0.0352236158133997	0.705022565569039
CC	nucleosome	112	5	0.0361246352857461	0.716712764069202
CC	transmembrane transporter complex	366	11	0.0378694301957581	0.738122749247219
CC	protein kinase complex	114	5	0.0385278090915086	0.745972255681702
CC	anchored component of external side of plasma membrane	20	2	0.0412360573253742	0.775632220886841
CC	Golgi cisterna	116	5	0.041026430373696	0.775632220886841
CC	collagen type IX trimer	3	1	0.047942952437215	0.776893751993962
CC	peroxisomal matrix	50	3	0.0475745200394809	0.776893751993962
CC	striated muscle thin filament	21	2	0.045097625054646	0.776893751993962
CC	protein kinase 5 complex	3	1	0.047942952437215	0.776893751993962
CC	translation release factor complex	3	1	0.047942952437215	0.776893751993962
CC	Myb complex	3	1	0.047942952437215	0.776893751993962
CC	microbody lumen	50	3	0.0475745200394809	0.776893751993962
CC	Fc-epsilon receptor I complex	3	1	0.047942952437215	0.776893751993962
CC	dolichol-phosphate-mannose synthase complex	3	1	0.047942952437215	0.776893751993962
CC	Rb-E2F complex	3	1	0.047942952437215	0.776893751993962
CC	platelet dense granule	21	2	0.045097625054646	0.776893751993962
CC	inhibin complex	3	1	0.047942952437215	0.776893751993962
CC	GET complex	3	1	0.047942952437215	0.776893751993962
CC	dendritic branch	3	1	0.047942952437215	0.776893751993962
CC	microspike	3	1	0.047942952437215	0.776893751993962
CC	methionine adenosyltransferase complex	3	1	0.047942952437215	0.776893751993962
CC	chromatin lock complex	3	1	0.047942952437215	0.776893751993962
CC	transforming growth factor beta ligand-receptor complex	3	1	0.047942952437215	0.776893751993962
CC	glycoprotein complex	21	2	0.045097625054646	0.776893751993962
CC	spine apparatus	3	1	0.047942952437215	0.776893751993962
CC	plasma membrane protein complex	567	15	0.0452297649567143	0.776893751993962
CC	HCN channel complex	3	1	0.047942952437215	0.776893751993962
CC	cytolytic granule membrane	3	1	0.047942952437215	0.776893751993962
CC	7SK snRNP	3	1	0.047942952437215	0.776893751993962
CC	mitotic spindle astral microtubule end	3	1	0.047942952437215	0.776893751993962
