ONTOLOGY	TERM	N	DE	P.DE	FDR
BP	regulation of leukocyte activation	550	17	0.00902167784682483	0.48432612177213
BP	positive regulation of leukocyte activation	342	12	0.0105826075929646	0.517672155853932
BP	regulation of immune effector process	349	11	0.0282621506069625	0.678840265355564
BP	negative regulation of immune effector process	112	7	0.00237983014752262	0.211277060878896
BP	negative regulation of production of molecular mediator of immune response	38	5	0.000355905430617162	0.0629483589531873
BP	regulation of myeloid leukocyte differentiation	117	7	0.00304182372649295	0.248753584744312
BP	negative regulation of myeloid leukocyte differentiation	49	3	0.0452460779717998	0.776893751993962
BP	positive regulation of myeloid leukocyte differentiation	55	4	0.0121903634699452	0.517672155853932
BP	immune response-regulating signaling pathway	405	12	0.0340179500478114	0.69485545952629
BP	peptide secretion	225	8	0.0312718735578811	0.678840265355564
BP	regulation of adaptive immune response	185	7	0.031952264598914	0.678840265355564
BP	positive regulation of T-helper 1 type immune response	18	2	0.0339166439843462	0.694028833315555
BP	negative regulation of T cell mediated immune response to tumor cell	2	1	0.032222300463713	0.678840265355564
BP	regulation of chronic inflammatory response to antigenic stimulus	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of chronic inflammatory response to antigenic stimulus	2	1	0.032222300463713	0.678840265355564
BP	regulation of humoral immune response mediated by circulating immunoglobulin	18	2	0.0339166439843462	0.694028833315555
BP	developmental process involved in reproduction	996	26	0.0123696711211688	0.517672155853932
BP	pressure natriuresis	3	1	0.047942952437215	0.776893751993962
BP	sinoatrial node development	11	2	0.0131365432415751	0.517672155853932
BP	cardiac atrium formation	2	1	0.032222300463713	0.678840265355564
BP	atrial cardiac muscle tissue development	20	2	0.0412360573253742	0.775632220886841
BP	sinus venosus development	1	1	0.0162427340561485	0.517672155853932
BP	sinus venosus morphogenesis	1	1	0.0162427340561485	0.517672155853932
BP	cardioblast anterior-lateral migration	1	1	0.0162427340561485	0.517672155853932
BP	cardioblast migration	1	1	0.0162427340561485	0.517672155853932
BP	cell migration to the midline involved in heart development	1	1	0.0162427340561485	0.517672155853932
BP	cilium movement	186	7	0.0327587098666721	0.683826829202187
BP	regulation of cilium movement	39	3	0.0252429401023255	0.678840265355564
BP	negative regulation of cilium movement	4	2	0.00154518587420655	0.158093995093707
BP	cell-matrix adhesion involved in ameboidal cell migration	2	1	0.032222300463713	0.678840265355564
MF	molecular_function	17849	365	2.07069798665304e-22	4.72450452634759e-18
MF	catalytic activity	5397	116	0.000482627951143999	0.0821764129350857
MF	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	3	1	0.047942952437215	0.776893751993962
MF	beta-galactoside alpha-2,6-sialyltransferase activity	2	1	0.032222300463713	0.678840265355564
MF	GTPase activity	328	11	0.0189848176361228	0.570695124091935
MF	(S)-2-hydroxy-acid oxidase activity	3	1	0.047942952437215	0.776893751993962
MF	aromatic-L-amino-acid decarboxylase activity	1	1	0.0162427340561485	0.517672155853932
MF	aryl sulfotransferase activity	9	3	0.000332170807238382	0.0612134168527303
MF	endopeptidase activity	410	15	0.00310797623332056	0.250852491276815
MF	carboxypeptidase activity	44	3	0.0344889588854213	0.698225453353835
MF	metallocarboxypeptidase activity	29	3	0.0113635407095158	0.517672155853932
MF	serine-type endopeptidase activity	168	10	0.000441428459324717	0.0757265543455094
MF	glucan 1,4-alpha-glucosidase activity	1	1	0.0162427340561485	0.517672155853932
MF	gluconolactonase activity	1	1	0.0162427340561485	0.517672155853932
MF	glucose-6-phosphatase activity	3	1	0.047942952437215	0.776893751993962
MF	iodide peroxidase activity	1	1	0.0162427340561485	0.517672155853932
MF	methionine adenosyltransferase activity	2	1	0.032222300463713	0.678840265355564
MF	ribonuclease III activity	2	1	0.032222300463713	0.678840265355564
MF	alpha-1,4-glucosidase activity	3	1	0.047942952437215	0.776893751993962
MF	protein tyrosine phosphatase activity	103	5	0.026471795049603	0.678840265355564
MF	NAD-retinol dehydrogenase activity	19	2	0.0375072598331687	0.733303890620032
MF	stearoyl-CoA 9-desaturase activity	3	1	0.047942952437215	0.776893751993962
MF	xylulokinase activity	1	1	0.0162427340561485	0.517672155853932
MF	enzyme inhibitor activity	385	17	0.000209194480327014	0.0487038904402158
MF	endopeptidase inhibitor activity	176	11	0.000151199446298565	0.0387614220982928
MF	serine-type endopeptidase inhibitor activity	96	5	0.0202355582530459	0.596406625540847
MF	complement receptor activity	11	3	0.000636875794598672	0.0968730541970886
MF	complement component C3b receptor activity	1	1	0.0162427340561485	0.517672155853932
MF	complement component C5a receptor activity	2	1	0.032222300463713	0.678840265355564
MF	interferon-gamma receptor activity	2	1	0.032222300463713	0.678840265355564
MF	melanocyte-stimulating hormone receptor activity	3	1	0.047942952437215	0.776893751993962
MF	epidermal growth factor-activated receptor activity	2	1	0.032222300463713	0.678840265355564
MF	Rho GDP-dissociation inhibitor activity	3	1	0.047942952437215	0.776893751993962
MF	GTPase activator activity	268	9	0.0317979244200053	0.678840265355564
MF	signaling receptor binding	1468	41	0.000523811675924999	0.0847609021127998
MF	cytokine activity	235	8	0.0388584207115385	0.748873002813311
MF	interleukin-8 receptor binding	3	1	0.047942952437215	0.776893751993962
MF	epidermal growth factor receptor binding	32	3	0.0148842898903114	0.517672155853932
MF	integrin binding	156	6	0.0423885474265646	0.776893751993962
MF	transporter activity	1208	34	0.00138250773199301	0.150548689445978
MF	extracellularly glutamate-gated ion channel activity	1	1	0.0162427340561485	0.517672155853932
MF	voltage-gated ion channel activity	200	7	0.0454966758384555	0.776893751993962
MF	chloride channel activity	74	4	0.0324254303166472	0.681860477515781
MF	intracellularly ATP-gated chloride channel activity	1	1	0.0162427340561485	0.517672155853932
MF	potassium channel activity	120	5	0.0463120247507566	0.776893751993962
MF	sodium channel activity	46	3	0.03861295730891	0.745972255681702
MF	amine transmembrane transporter activity	3	1	0.047942952437215	0.776893751993962
MF	organic acid transmembrane transporter activity	165	7	0.0185207438099118	0.563425721022597
MF	water transmembrane transporter activity	15	2	0.0240301445249198	0.653482452301036
MF	monovalent cation:proton antiporter activity	13	2	0.01823578537058	0.55749516199645
MF	binding	16139	329	1.86623698579468e-14	7.09667717798189e-11
MF	calcium ion binding	702	25	0.000230323770327584	0.0510200693572249
MF	protein binding	13732	286	2.85129803945299e-11	8.13190200851994e-08
MF	calmodulin binding	200	8	0.0168847767135343	0.534479055510027
MF	tropomyosin binding	16	3	0.00203495568792733	0.190389251727503
MF	glycosaminoglycan binding	233	9	0.0143450187431519	0.517672155853932
CC	cellular_component	18648	369	1.60102574132451e-19	1.217633443802e-15
CC	extracellular region	4361	112	1.91599415292292e-07	0.000190066619969954
CC	collagen type IX trimer	3	1	0.047942952437215	0.776893751993962
CC	extracellular space	3402	95	5.04465371409912e-08	6.05783258636239e-05
CC	intracellular anatomical structure	14952	298	2.00884562949477e-09	3.75773052939272e-06
CC	U12-type spliceosomal complex	28	3	0.0103101316831611	0.517672155853932
CC	cytoplasm	11784	258	6.95773619177578e-12	2.26782441359366e-08
CC	endosome	986	24	0.0327573534972279	0.683826829202187
CC	peroxisomal matrix	50	3	0.0475745200394809	0.776893751993962
CC	Golgi stack	149	6	0.0351252491730053	0.705022565569039
CC	Golgi medial cisterna	12	3	0.000838965608968663	0.108012521898731
CC	striated muscle thin filament	21	2	0.045097625054646	0.776893751993962
CC	plasma membrane	5427	134	6.72148920873846e-08	7.30273798983699e-05
CC	integral component of plasma membrane	1637	53	1.25439043704094e-06	0.000795004783653504
BP	carbohydrate metabolic process	593	17	0.0177210491504071	0.550099942062161
BP	starch metabolic process	1	1	0.0162427340561485	0.517672155853932
BP	starch catabolic process	1	1	0.0162427340561485	0.517672155853932
BP	disaccharide metabolic process	10	2	0.010863876433034	0.517672155853932
BP	trehalose metabolic process	2	1	0.032222300463713	0.678840265355564
BP	xylulose metabolic process	2	1	0.032222300463713	0.678840265355564
BP	xylulose catabolic process	1	1	0.0162427340561485	0.517672155853932
BP	amino sugar metabolic process	41	3	0.0287575875082783	0.678840265355564
BP	mannosamine metabolic process	2	1	0.032222300463713	0.678840265355564
BP	N-acetylmannosamine metabolic process	2	1	0.032222300463713	0.678840265355564
BP	N-acetylneuraminate metabolic process	11	2	0.0131365432415751	0.517672155853932
BP	glucuronate catabolic process	2	1	0.032222300463713	0.678840265355564
BP	ethanol metabolic process	21	2	0.045097625054646	0.776893751993962
BP	ethanol catabolic process	12	2	0.0155960587680964	0.517672155853932
BP	organic acid metabolic process	951	23	0.0383486893506569	0.74338461871248
BP	nucleosome assembly	111	6	0.00959789947260559	0.499198680634556
BP	DNA replication-dependent chromatin assembly	30	3	0.0124767204676702	0.517672155853932
BP	termination of RNA polymerase III transcription	1	1	0.0162427340561485	0.517672155853932
BP	regulation of translational initiation by iron	2	1	0.032222300463713	0.678840265355564
BP	cellular protein modification process	3593	73	0.0240033320248781	0.653482452301036
BP	protein dephosphorylation	289	11	0.00799508124048548	0.451524192036923
BP	proteolysis	1759	49	0.000155725455427222	0.0390443075937088
BP	methionine metabolic process	16	2	0.0271723143587758	0.678840265355564
BP	cellular modified amino acid metabolic process	185	7	0.031952264598914	0.678840265355564
BP	amino-acid betaine catabolic process	3	1	0.047942952437215	0.776893751993962
BP	thyroid hormone generation	21	3	0.00455116389729276	0.337140764547505
BP	phosphatidylinositol biosynthetic process	133	6	0.0216816510334034	0.623819104638251
BP	biotin metabolic process	3	1	0.047942952437215	0.776893751993962
BP	sulfur compound metabolic process	335	11	0.0217807832702135	0.62588205427354
BP	phosphorus metabolic process	2733	60	0.00957660252048476	0.499198680634556
BP	phosphate-containing compound metabolic process	2713	60	0.00825668590639703	0.45980272550501
BP	xenobiotic metabolic process	108	6	0.00844362476294073	0.467596462600135
BP	nitrogen compound metabolic process	9857	185	0.0060511955960584	0.400185735419329
BP	transport	4367	111	3.80913603914017e-07	0.000299687061617318
BP	ion transport	1509	52	2.45678966476802e-07	0.000215592742274412
BP	cation transport	1145	34	0.000555202961444284	0.0879688247799499
BP	potassium ion transport	242	10	0.00647355129181467	0.416874186588208
BP	sodium ion transport	247	9	0.0201534427302493	0.596395524427195
BP	anion transport	513	21	0.00011312782628919	0.0314771278611482
BP	chloride transport	111	5	0.0349586457388111	0.703986285239819
BP	water transport	22	3	0.00520697396387481	0.362483804450809
BP	cellular ion homeostasis	670	17	0.0478447897011954	0.776893751993962
BP	endocytosis	566	15	0.0446651996795896	0.776893751993962
BP	pinocytosis	22	2	0.0490866901637231	0.783398227259075
BP	apoptotic process	1859	46	0.00287571522603236	0.242111876742267
BP	activation of cysteine-type endopeptidase activity involved in apoptotic process	77	4	0.036741041557293	0.725786670278093
BP	movement of cell or subcellular component	2165	51	0.00460113374153192	0.33973937685046
BP	chemotaxis	611	17	0.0228730268206338	0.641907724402928
BP	response to stress	3735	94	6.40607268712714e-06	0.00286590106724496
BP	defense response	1644	52	3.14248508171733e-06	0.0015933097694325
BP	acute-phase response	48	3	0.0429760089146284	0.776893751993962
BP	inflammatory response	821	25	0.00211832325049352	0.192751533383255
BP	immune response	1577	52	9.3263146619872e-07	0.000686416759122258
BP	complement activation	59	4	0.0154698545950028	0.517672155853932
BP	humoral immune response	236	16	1.77521175338674e-06	0.00101258078413179
BP	response to oxidative stress	428	13	0.0236072769401201	0.653482452301036
BP	response to lipid hydroperoxide	3	1	0.047942952437215	0.776893751993962
BP	mitochondrion organization	515	14	0.0430917596960778	0.776893751993962
BP	mitochondrial membrane organization	115	5	0.039765153137447	0.762421625196631
BP	cell-cell junction assembly	149	6	0.0351252491730053	0.705022565569039
BP	regulation of sister chromatid cohesion	21	2	0.045097625054646	0.776893751993962
BP	cell communication	6350	142	8.72065682385454e-06	0.00375416049232199
BP	cell adhesion	1500	41	0.000798255648126351	0.107135299221475
BP	leukocyte cell-cell adhesion	378	12	0.0215045269924446	0.621072516277996
BP	signal transduction	5812	131	1.65884375639786e-05	0.00630802985766228
BP	cell surface receptor signaling pathway	2675	70	3.88941215867268e-05	0.013445579971557
BP	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	65	4	0.0213458929540491	0.619628363409139
BP	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	243	10	0.00665693804056414	0.416874186588208
BP	adenylate cyclase-activating G protein-coupled receptor signaling pathway	154	6	0.0402244104052637	0.767463349858054
BP	Notch signaling pathway	180	8	0.00941865962348634	0.492881050388679
BP	cell-cell signaling	1616	37	0.0223317904483981	0.636107529176844
BP	ensheathment of neurons	140	8	0.00209712758431218	0.192395930084662
BP	multicellular organism development	4780	104	0.000696891680284528	0.102582455337883
BP	gamete generation	724	20	0.0154000378444644	0.517672155853932
BP	spermatogenesis	559	16	0.0212871225503807	0.618709538992976
BP	nervous system development	2396	51	0.0276502101182654	0.678840265355564
BP	axonal fasciculation	22	2	0.0490866901637231	0.783398227259075
BP	endoderm development	78	4	0.0382495280803261	0.742724453345294
BP	mesodermal cell fate specification	12	2	0.0155960587680964	0.517672155853932
BP	skeletal muscle tissue development	154	6	0.0402244104052637	0.767463349858054
BP	circadian rhythm	205	9	0.00655056355342905	0.416874186588208
BP	locomotory behavior	192	7	0.0378831407507229	0.738122749247219
MF	monocarboxylic acid transmembrane transporter activity	59	4	0.0154698545950028	0.517672155853932
BP	cell recognition	156	6	0.0423885474265646	0.776893751993962
BP	neuron recognition	49	3	0.0452460779717998	0.776893751993962
MF	enzyme activator activity	538	17	0.00733900709953438	0.431563881399424
MF	growth factor activity	162	6	0.0493142104198457	0.786270457679385
BP	protein localization	2398	50	0.0398361264035884	0.763141108332723
MF	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity	3	1	0.047942952437215	0.776893751993962
MF	sarcosine oxidase activity	1	1	0.0162427340561485	0.517672155853932
BP	biological_process	17957	364	5.15488449596314e-21	5.88069223299475e-17
BP	metabolic process	11880	224	0.000950291636653172	0.116569107429456
MF	metalloendopeptidase inhibitor activity	16	2	0.0271723143587758	0.678840265355564
MF	heparin binding	168	8	0.00632843783629566	0.413723890180292
BP	cell death	2070	48	0.00790326818663493	0.449322801099627
BP	opsonization	16	2	0.0271723143587758	0.678840265355564
MF	peptidase activity	586	18	0.00779426439891364	0.446818935994004
MF	serine-type peptidase activity	185	11	0.00023360902588656	0.0512502262944976
MF	JAK pathway signal transduction adaptor activity	1	1	0.0162427340561485	0.517672155853932
BP	sulfate transport	18	2	0.0339166439843462	0.694028833315555
BP	cell population proliferation	2000	49	0.00256159533931665	0.222225700615394
BP	positive regulation of cell population proliferation	946	23	0.0364866816290901	0.722639000042813
MF	lipid binding	792	20	0.0353084621064728	0.705022565569039
BP	adult locomotory behavior	76	6	0.0014841695493809	0.157501453203137
BP	axon ensheathment	140	8	0.00209712758431218	0.192395930084662
MF	arachidonic acid monooxygenase activity	21	2	0.045097625054646	0.776893751993962
MF	arachidonic acid epoxygenase activity	17	2	0.0304697628520506	0.678840265355564
MF	tetracycline transmembrane transporter activity	1	1	0.0162427340561485	0.517672155853932
MF	anion transmembrane transporter activity	314	12	0.00556022660378443	0.377461765508077
MF	organic anion transmembrane transporter activity	185	7	0.031952264598914	0.678840265355564
MF	P-type proton-exporting transporter activity	3	1	0.047942952437215	0.776893751993962
BP	extrinsic apoptotic signaling pathway via death domain receptors	85	4	0.0497896315286076	0.792742660821151
BP	apoptotic mitochondrial changes	106	6	0.00773173060265203	0.445472639975022
MF	P-type potassium:proton transporter activity	3	1	0.047942952437215	0.776893751993962
MF	site-specific DNA-methyltransferase (adenine-specific) activity	2	1	0.032222300463713	0.678840265355564
BP	aspartate family amino acid metabolic process	49	3	0.0452460779717998	0.776893751993962
BP	aspartate family amino acid catabolic process	18	2	0.0339166439843462	0.694028833315555
BP	methionine catabolic process	1	1	0.0162427340561485	0.517672155853932
BP	lipoate metabolic process	1	1	0.0162427340561485	0.517672155853932
BP	lipoate biosynthetic process	1	1	0.0162427340561485	0.517672155853932
BP	vitamin biosynthetic process	20	2	0.0412360573253742	0.775632220886841
BP	glucan catabolic process	16	2	0.0271723143587758	0.678840265355564
BP	toxin metabolic process	17	2	0.0304697628520506	0.678840265355564
BP	toxin catabolic process	2	1	0.032222300463713	0.678840265355564
BP	response to cold	49	3	0.0452460779717998	0.776893751993962
BP	response to xenobiotic stimulus	408	14	0.00728029314471916	0.429217489379619
BP	response to external stimulus	2661	74	2.62764441166587e-06	0.0013625530658311
BP	response to biotic stimulus	1409	44	2.62183657841997e-05	0.00920304974972771
BP	response to wounding	556	19	0.0020287445358941	0.190389251727503
BP	response to bacterium	645	21	0.00216096330236334	0.192751533383255
BP	response to toxic substance	246	12	0.000742427873739599	0.106066765031071
BP	anatomical structure morphogenesis	2737	68	0.000239682737215913	0.0515905786067762
BP	response to hexose	192	7	0.0378831407507229	0.738122749247219
BP	response to glucose	188	7	0.0344121279613448	0.698225453353835
BP	tissue development	1919	49	0.00109632336016876	0.126331887806113
BP	negative regulation of metabolic process	3436	79	0.000777405874988082	0.106066765031071
CC	external side of plasma membrane	367	12	0.0175366702330781	0.547355223034077
BP	hormone transport	289	10	0.020373525608909	0.598252715949636
CC	basal plasma membrane	250	9	0.0215914175006963	0.622793655747011
BP	regulation of signal transduction	2971	68	0.00214924226403245	0.192751533383255
BP	negative regulation of signal transduction	1271	31	0.0162680108584883	0.517672155853932
CC	cell surface	861	34	1.9604910942978e-06	0.00106501344779758
BP	cellular process	16714	344	6.52840899197806e-18	2.97904359121943e-14
BP	response to organic substance	3016	68	0.00310499558199338	0.250852491276815
MF	FMN binding	15	2	0.0240301445249198	0.653482452301036
MF	lithium:proton antiporter activity	1	1	0.0162427340561485	0.517672155853932
BP	regulation of cell fate commitment	29	4	0.00118058678808763	0.133347862163403
BP	negative regulation of cell fate commitment	11	2	0.0131365432415751	0.517672155853932
BP	negative regulation of peptidase activity	258	13	0.000332681613330056	0.0612134168527303
BP	regulation of signaling receptor activity	167	7	0.019643636686563	0.585716081262213
BP	negative regulation of macromolecule biosynthetic process	1545	34	0.0448271287622353	0.776893751993962
BP	positive regulation of phosphorus metabolic process	880	23	0.0177713976159691	0.550165818189892
BP	negative regulation of macromolecule metabolic process	3228	76	0.000503336914330878	0.0822399935159443
BP	regulation of Schwann cell proliferation	9	2	0.00878486503517072	0.474965593939467
BP	negative regulation of Schwann cell proliferation	6	2	0.00378044525758908	0.286560262449011
BP	negative regulation of organelle organization	352	14	0.00199352273389682	0.189517561235791
BP	regulation of cell communication	3346	75	0.00216147531483375	0.192751533383255
BP	positive regulation of cell communication	1701	37	0.0431870667904149	0.776893751993962
BP	negative regulation of cell communication	1371	34	0.00964670764112001	0.500225639863168
BP	negative regulation of alkaline phosphatase activity	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of cell development	180	11	0.000184107847990462	0.0442168911552671
BP	regulation of ferrochelatase activity	1	1	0.0162427340561485	0.517672155853932
BP	regulation of cell-substrate adhesion	217	8	0.0259858006540185	0.678840265355564
BP	regulation of hormone levels	494	15	0.0158234804087864	0.517672155853932
BP	regulation of mitochondrion organization	147	6	0.0332084625225062	0.691317774556114
BP	positive regulation of mitochondrion organization	75	4	0.0338290440542455	0.694028833315555
BP	negative regulation of mitochondrion organization	50	3	0.0475745200394809	0.776893751993962
BP	regulation of proton-transporting ATPase activity, rotational mechanism	1	1	0.0162427340561485	0.517672155853932
BP	positive regulation of pathway-restricted SMAD protein phosphorylation	49	3	0.0452460779717998	0.776893751993962
BP	regulation of phosphatase activity	84	4	0.0480361311782248	0.777299552455587
BP	cellular component assembly involved in morphogenesis	112	5	0.0361246352857461	0.716712764069202
BP	regulation of necrotic cell death	44	3	0.0344889588854213	0.698225453353835
BP	regulation of cell death	1608	38	0.0132333930095994	0.517672155853932
BP	positive regulation of cell death	601	18	0.00994184090104169	0.509737173029589
BP	positive regulation of endopeptidase activity	174	8	0.00775836876571792	0.445881465386953
BP	negative regulation of endopeptidase activity	247	13	0.000218387187769617	0.0493338819420948
BP	positive regulation of peptidase activity	192	8	0.0135141667780145	0.517672155853932
BP	regulation of metal ion transport	400	14	0.00616273272028603	0.404312639987592
BP	regulation of neuron projection development	431	14	0.011411390880598	0.517672155853932
BP	negative regulation of neuron projection development	136	8	0.00174764693127955	0.171134387914481
BP	programmed cell death	1913	47	0.00297106425259021	0.247373731438095
CC	endomembrane system	4594	106	6.14456150779632e-05	0.0194714326891501
CC	vesicle membrane	1180	30	0.0106354731546845	0.517672155853932
BP	glial cell proliferation	44	5	0.000711073811689034	0.103336688455395
BP	Schwann cell proliferation	10	2	0.010863876433034	0.517672155853932
BP	negative regulation of gliogenesis	41	3	0.0287575875082783	0.678840265355564
BP	Schwann cell differentiation	37	3	0.0219748883722489	0.628294552758436
BP	regulation of Schwann cell differentiation	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of Schwann cell differentiation	2	1	0.032222300463713	0.678840265355564
BP	Schwann cell development	31	3	0.0136501641778475	0.517672155853932
BP	regulation of satellite cell activation involved in skeletal muscle regeneration	3	1	0.047942952437215	0.776893751993962
